focal_batter_id,focal_batter_name,focal_HitterSide,conditional_batter_id,conditional_batter_name,conditional_HitterSide,num_PAs,focal_Barrel_PA,focal_Pitch_PA,focal_BA,focal_OBP,focal_SLG,focal_delta_run_exp_PA,focal_Swing_pct,focal_Contact_pct,focal_SweetSpot_pct,focal_SwStr_pct,focal_Chase_pct,focal_GroundBall_pct,focal_FlyBall_pct,focal_LineDrive_pct,focal_PopUp_pct,focal_Attack_Angle_median,focal_Attack_Direction_median,focal_Swing_Path_Tilt_median,focal_Nitro_med_xy,focal_season_PA,focal_season_Barrel_PA,focal_season_Pitch_PA,focal_season_BA,focal_season_OBP,focal_season_SLG,focal_season_delta_run_exp_PA,focal_season_Swing_pct,focal_season_Contact_pct,focal_season_SweetSpot_pct,focal_season_SwStr_pct,focal_season_Chase_pct,focal_season_GroundBall_pct,focal_season_FlyBall_pct,focal_season_LineDrive_pct,focal_season_PopUp_pct,focal_season_Attack_Angle_median,focal_season_Attack_Direction_median,focal_season_Swing_Path_Tilt_median,focal_season_Nitro_med_xy,conditional_Barrel_PA,conditional_Pitch_PA,conditional_BA,conditional_OBP,conditional_SLG,conditional_delta_run_exp_PA,conditional_Swing_pct,conditional_Contact_pct,conditional_SweetSpot_pct,conditional_SwStr_pct,conditional_Chase_pct,conditional_GroundBall_pct,conditional_FlyBall_pct,conditional_LineDrive_pct,conditional_PopUp_pct,conditional_Attack_Angle_median,conditional_Attack_Direction_median,conditional_Swing_Path_Tilt_median,conditional_Nitro_med_xy,conditional_season_PA,conditional_season_Barrel_PA,conditional_season_Pitch_PA,conditional_season_BA,conditional_season_OBP,conditional_season_SLG,conditional_season_delta_run_exp_PA,conditional_season_Swing_pct,conditional_season_Contact_pct,conditional_season_Nitro_med_xy,conditional_season_SweetSpot_pct,conditional_season_SwStr_pct,conditional_season_Chase_pct,conditional_season_GroundBall_pct,conditional_season_FlyBall_pct,conditional_season_LineDrive_pct,conditional_season_PopUp_pct,conditional_season_Attack_Angle_median,conditional_season_Attack_Direction_median,conditional_season_Swing_Path_Tilt_median,focal_Stance_Angle_median,focal_Distance_Off_Plate_median,conditional_Stance_Angle_median,conditional_Distance_Off_Plate_median
456781,"Solano, Donovan",R,641598.0,"Garver, Mitch",R,44,0.045454545454545456,3.5454545454545454,0.30952380952380953,0.3409090909090909,0.47619047619047616,0.08829545454545454,0.542713567839196,0.7222222222222222,0.4634146341463415,0.1507537688442211,0.4157303370786517,0.34146341463414637,0.2682926829268293,0.3170731707317073,0.07317073170731707,9.450503700876546,-3.595201244604312,34.532400400348216,[-0.175  2.005],179.0,0.0223463687150838,3.9273743016759775,0.2469879518072289,0.2905027932960894,0.3373493975903614,-0.008821229050279333,0.5139813581890812,0.7461139896373057,0.3597122302158273,0.13049267643142476,0.36712328767123287,0.4676258992805755,0.2014388489208633,0.2589928057553957,0.07194244604316546,6.917564079638353,1.7470133718967897,34.159089423397575,[-0.43  2.12],0.045454545454545456,3.340909090909091,0.3170731707317073,0.3488372093023256,0.4878048780487805,0.09347727272727271,0.3890784982935154,0.7280701754385965,0.3333333333333333,0.10580204778156997,0.18705035971223022,0.3055555555555556,0.3611111111111111,0.2222222222222222,0.1111111111111111,15.451123087286907,-1.630787680421478,29.607704459687056,[None None],290.0,0.05517241379310345,4.0344827586206895,0.20866141732283464,0.296551724137931,0.3425196850393701,-0.013386206896551725,0.40226171243941844,0.6967871485943775,[0.135 2.615],0.3279569892473118,0.12197092084006463,0.19966442953020133,0.34946236559139787,0.3118279569892473,0.22580645161290322,0.11290322580645161,15.48184367588751,-4.278797849398133,29.429043804843936,,,,
456781,"Solano, Donovan",R,668227.0,"Arozarena, Randy",R,32,0.0,3.875,0.06896551724137931,0.09375,0.10344827586206896,-0.1425,0.5230769230769231,0.7205882352941176,0.2962962962962963,0.14615384615384616,0.43548387096774194,0.4444444444444444,0.25925925925925924,0.2222222222222222,0.07407407407407407,4.070943943735024,4.971233136252859,35.09865282718894,[nan nan],179.0,0.0223463687150838,3.9273743016759775,0.2469879518072289,0.2905027932960894,0.3373493975903614,-0.008821229050279333,0.5139813581890812,0.7461139896373057,0.3597122302158273,0.13049267643142476,0.36712328767123287,0.4676258992805755,0.2014388489208633,0.2589928057553957,0.07194244604316546,6.917564079638353,1.7470133718967897,34.159089423397575,[-0.43  2.12],0.0,3.78125,0.07142857142857142,0.0967741935483871,0.10714285714285714,-0.159,0.4163265306122449,0.7156862745098039,0.425,0.11836734693877551,0.25,0.45,0.275,0.25,0.025,11.281300827605488,0.2783692665141155,24.533258393061214,[None None],709.0,0.08603667136812412,4.052186177715091,0.23817292006525284,0.3342736248236953,0.4257748776508972,0.02472073342736248,0.43870967741935485,0.7043343653250774,[0.12 2.3 ],0.3401360544217687,0.12971137521222412,0.25359835503769707,0.42630385487528344,0.2653061224489796,0.2199546485260771,0.08843537414965986,8.8575951586081,3.044690888200135,25.108560752566508,,,,
457705,"McCutchen, Andrew",R,665833.0,"Cruz, Oneil",L,111,0.05405405405405406,4.09009009009009,0.2604166666666667,0.35135135135135137,0.4375,0.03303603603603603,0.4682926829268293,0.6770833333333334,0.2872340425531915,0.15121951219512195,0.21875,0.4148936170212766,0.23404255319148937,0.20212765957446807,0.14893617021276595,15.872459292141883,-0.6360849073183341,34.69527182858992,[0.135 2.485],551.0,0.05989110707803993,4.143375680580762,0.2389937106918239,0.3333333333333333,0.3668763102725367,-0.010860254083484573,0.4529032258064516,0.7369420702754036,0.34594594594594597,0.11913978494623656,0.20967741935483872,0.4243243243243243,0.27297297297297296,0.22162162162162163,0.08108108108108109,15.048863166452186,-0.011064665938313652,34.26333567291706,[0.06 2.46],0.05405405405405406,4.072072072072072,0.2631578947368421,0.35454545454545455,0.4421052631578947,0.035018018018018016,0.41641337386018235,0.6240875912408759,0.34615384615384615,0.15653495440729484,0.27197802197802196,0.5384615384615384,0.15384615384615385,0.2564102564102564,0.05128205128205128,9.552360223574224,-7.551889695796538,34.07910354577859,[None None],544.0,0.0974264705882353,4.130514705882353,0.19957537154989385,0.2977941176470588,0.37791932059447986,-0.01258455882352941,0.4112231477422183,0.6609808102345416,[-0.12  2.65],0.3137254901960784,0.13941253836036827,0.2803514376996805,0.49019607843137253,0.24836601307189543,0.21568627450980393,0.0457516339869281,8.846829148702243,-5.766610260649148,33.42866210776755,,,,
457705,"McCutchen, Andrew",R,687462.0,"Horwitz, Spencer",L,71,0.07042253521126761,4.267605633802817,0.2,0.2676056338028169,0.3076923076923077,-0.04181690140845071,0.4684931506849315,0.7485380116959064,0.35185185185185186,0.1178082191780822,0.19047619047619047,0.3888888888888889,0.37037037037037035,0.2037037037037037,0.037037037037037035,12.416841367152475,1.746015500509796,34.071367951630265,[0.38 2.38],551.0,0.05989110707803993,4.143375680580762,0.2389937106918239,0.3333333333333333,0.3668763102725367,-0.010860254083484573,0.4529032258064516,0.7369420702754036,0.34594594594594597,0.11913978494623656,0.20967741935483872,0.4243243243243243,0.27297297297297296,0.22162162162162163,0.08108108108108109,15.048863166452186,-0.011064665938313652,34.26333567291706,[0.06 2.46],0.07042253521126761,4.183098591549296,0.203125,0.2714285714285714,0.3125,-0.038661971830985915,0.44722222222222224,0.8260869565217391,0.38333333333333336,0.07777777777777778,0.21142857142857144,0.35,0.25,0.25,0.15,9.984115871598782,-0.9505347605255223,34.803706353447055,[None None],411.0,0.05596107055961071,4.133819951338199,0.27197802197802196,0.35279805352798055,0.4340659340659341,0.02788321167883212,0.46262507357268984,0.821882951653944,[0.13 2.27],0.4006849315068493,0.0824014125956445,0.23267326732673269,0.3835616438356164,0.2773972602739726,0.2602739726027397,0.07876712328767123,8.153769010623659,-0.3988627023278845,35.72736153674168,,,,
457705,"McCutchen, Andrew",R,502054.0,"Pham, Tommy",R,68,0.058823529411764705,3.8676470588235294,0.288135593220339,0.38235294117647056,0.4576271186440678,0.019588235294117646,0.4487534626038781,0.8209876543209876,0.49206349206349204,0.08033240997229917,0.19135802469135801,0.3968253968253968,0.25396825396825395,0.31746031746031744,0.031746031746031744,13.873228124365069,0.3220092705524059,34.05872471972169,[-0.135  2.325],551.0,0.05989110707803993,4.143375680580762,0.2389937106918239,0.3333333333333333,0.3668763102725367,-0.010860254083484573,0.4529032258064516,0.7369420702754036,0.34594594594594597,0.11913978494623656,0.20967741935483872,0.4243243243243243,0.27297297297297296,0.22162162162162163,0.08108108108108109,15.048863166452186,-0.011064665938313652,34.26333567291706,[0.06 2.46],0.058823529411764705,3.7794117647058822,0.288135593220339,0.373134328358209,0.4576271186440678,0.01958823529411764,0.4133738601823708,0.8014705882352942,0.373134328358209,0.08206686930091185,0.18055555555555555,0.43283582089552236,0.22388059701492538,0.2835820895522388,0.05970149253731343,7.127890190152623,0.9886333875445272,27.75139493142404,[None None],449.0,0.066815144766147,3.8151447661469935,0.24489795918367346,0.32962138084632514,0.36989795918367346,0.005164810690423163,0.42511261261261263,0.7708609271523179,[-0.01  2.26],0.3227848101265823,0.09740990990990991,0.19764397905759162,0.5031645569620253,0.19936708860759494,0.23734177215189872,0.060126582278481014,7.547130395520213,1.4859415035658874,27.3300986686976,,,,
457705,"McCutchen, Andrew",R,668804.0,"Reynolds, Bryan",L,63,0.09523809523809523,4.031746031746032,0.20754716981132076,0.3225806451612903,0.33962264150943394,-0.024857142857142852,0.43665158371040724,0.7668393782383419,0.25,0.10180995475113122,0.2318181818181818,0.5263157894736842,0.2894736842105263,0.11842105263157894,0.06578947368421052,16.224895171675488,-1.2009726863104713,34.34433128783477,[-0.17  2.51],551.0,0.05989110707803993,4.143375680580762,0.2389937106918239,0.3333333333333333,0.3668763102725367,-0.010860254083484573,0.4529032258064516,0.7369420702754036,0.34594594594594597,0.11913978494623656,0.20967741935483872,0.4243243243243243,0.27297297297297296,0.22162162162162163,0.08108108108108109,15.048863166452186,-0.011064665938313652,34.26333567291706,[0.06 2.46],0.09523809523809523,3.984126984126984,0.21153846153846154,0.32786885245901637,0.34615384615384615,-0.019555555555555548,0.44,0.7272727272727273,0.3448275862068966,0.12,0.20359281437125748,0.5172413793103449,0.2413793103448276,0.2413793103448276,0.0,12.820713077974844,4.835254064126285,38.64915481485854,[None None],487.0,0.07802874743326489,4.0657084188911705,0.24145785876993167,0.31211498973305957,0.3895216400911162,-0.009632443531827515,0.49441548771407295,0.704066265060241,[-0.055  2.485],0.3952941176470588,0.14631422189128815,0.2593144560357675,0.4776470588235294,0.23294117647058823,0.28,0.009411764705882352,12.303252923183576,4.330487876051175,38.12383911320139,,,,
457705,"McCutchen, Andrew",R,668804.0,"Reynolds, Bryan",R,39,0.02564102564102564,4.384615384615385,0.24242424242424243,0.3333333333333333,0.3333333333333333,-0.04243589743589743,0.4293785310734463,0.743421052631579,0.32075471698113206,0.11016949152542373,0.22395833333333334,0.41509433962264153,0.32075471698113206,0.18867924528301888,0.07547169811320754,16.240866746556275,-1.966841781639096,33.58729171650872,[0.53 2.9 ],551.0,0.05989110707803993,4.143375680580762,0.2389937106918239,0.3333333333333333,0.3668763102725367,-0.010860254083484573,0.4529032258064516,0.7369420702754036,0.34594594594594597,0.11913978494623656,0.20967741935483872,0.4243243243243243,0.27297297297297296,0.22162162162162163,0.08108108108108109,15.048863166452186,-0.011064665938313652,34.26333567291706,[0.06 2.46],0.02564102564102564,4.256410256410256,0.25,0.34210526315789475,0.34375,-0.037641025641025644,0.5117647058823529,0.6781609195402298,0.38461538461538464,0.16470588235294117,0.30952380952380953,0.5769230769230769,0.23076923076923078,0.19230769230769232,0.0,11.316975746586607,6.685893102244051,36.389704755530815,[None None],167.0,0.11976047904191617,3.92814371257485,0.25675675675675674,0.33532934131736525,0.4391891891891892,0.02911377245508982,0.49441548771407295,0.704066265060241,[-0.055  2.485],0.3952941176470588,0.14631422189128815,0.2593144560357675,0.4776470588235294,0.23294117647058823,0.28,0.009411764705882352,12.303252923183576,4.330487876051175,38.12383911320139,,,,
457705,"McCutchen, Andrew",R,693304.0,"Gonzales, Nick",R,39,0.0,4.333333333333333,0.25,0.38461538461538464,0.3125,-0.007153846153846151,0.39285714285714285,0.7662337662337663,0.4827586206896552,0.09183673469387756,0.14583333333333334,0.3448275862068966,0.1724137931034483,0.3448275862068966,0.13793103448275862,13.941808821135126,2.701602625388221,34.554582795813275,[nan nan],551.0,0.05989110707803993,4.143375680580762,0.2389937106918239,0.3333333333333333,0.3668763102725367,-0.010860254083484573,0.4529032258064516,0.7369420702754036,0.34594594594594597,0.11913978494623656,0.20967741935483872,0.4243243243243243,0.27297297297297296,0.22162162162162163,0.08108108108108109,15.048863166452186,-0.011064665938313652,34.26333567291706,[0.06 2.46],0.0,4.102564102564102,0.25,0.3684210526315789,0.3125,-0.013794871794871802,0.5522388059701493,0.7927927927927928,0.4,0.11442786069651742,0.2857142857142857,0.375,0.25,0.3,0.075,9.201362404338196,-0.4479784707064473,34.26330034929754,[None None],408.0,0.04411764705882353,3.4338235294117645,0.25984251968503935,0.29901960784313725,0.36220472440944884,-0.012985294117647057,0.5740997229916898,0.7515078407720145,[-0.1    2.695],0.33647798742138363,0.14265927977839335,0.3159509202453988,0.4716981132075472,0.22327044025157233,0.24842767295597484,0.05660377358490566,8.475589890628047,1.0151169086731913,33.27469532097372,,,,
457759,"Turner, Justin",R,663656.0,"Tucker, Kyle",L,34,0.029411764705882353,5.176470588235294,0.04,0.23529411764705882,0.04,-0.14811764705882352,0.4774774774774775,0.8490566037735849,0.44,0.07207207207207207,0.2564102564102564,0.4,0.4,0.2,0.0,4.722459760057568,6.953126526411971,35.002998520916016,[-0.18  2.02],191.0,0.02617801047120419,4.193717277486911,0.21893491124260356,0.2879581151832461,0.3136094674556213,-0.043785340314136126,0.4791666666666667,0.8286445012787724,0.375886524822695,0.0821078431372549,0.2757731958762887,0.3900709219858156,0.28368794326241137,0.24113475177304963,0.0851063829787234,7.037572091046837,5.071492474572623,34.900002283237846,[-0.09  2.65],0.029411764705882353,5.029411764705882,0.04,0.21212121212121213,0.04,-0.15023529411764705,0.419811320754717,0.6966292134831461,0.35294117647058826,0.12735849056603774,0.20588235294117646,0.20588235294117646,0.4411764705882353,0.23529411764705882,0.11764705882352941,10.238556742285322,-5.068760174850606,33.67837833298062,[None None],597.0,0.08877721943048576,3.9112227805695143,0.266,0.3771043771043771,0.464,0.028651591289782244,0.4480271531607976,0.7964015151515151,[0.07 2.44],0.3752969121140142,0.09121764955451846,0.1761006289308176,0.33729216152019004,0.32779097387173395,0.2660332541567696,0.0688836104513064,10.694577930242051,-6.0330963081457565,33.96804631505119,,,,
457759,"Turner, Justin",R,663538.0,"Hoerner, Nico",R,31,0.03225806451612903,3.4516129032258065,0.3333333333333333,0.3548387096774194,0.48148148148148145,-0.0071290322580645155,0.48951048951048953,0.9,0.3142857142857143,0.04895104895104895,0.2153846153846154,0.37142857142857144,0.2857142857142857,0.2571428571428571,0.08571428571428572,13.242411897340416,-1.7219363452585308,33.82531336466806,[0.03 2.86],191.0,0.02617801047120419,4.193717277486911,0.21893491124260356,0.2879581151832461,0.3136094674556213,-0.043785340314136126,0.4791666666666667,0.8286445012787724,0.375886524822695,0.0821078431372549,0.2757731958762887,0.3900709219858156,0.28368794326241137,0.24113475177304963,0.0851063829787234,7.037572091046837,5.071492474572623,34.900002283237846,[-0.09  2.65],0.03225806451612903,3.3870967741935485,0.3076923076923077,0.3333333333333333,0.4230769230769231,-0.03151612903225807,0.46859903381642515,0.8969072164948454,0.35185185185185186,0.04830917874396135,0.3,0.2962962962962963,0.3148148148148148,0.24074074074074073,0.14814814814814814,5.634595257374377,-3.1616853008455896,33.010337503029916,[None None],649.0,0.020030816640986132,3.5454545454545454,0.29716193656093487,0.34514637904468415,0.39398998330550916,0.023466872110939906,0.48605748605748605,0.8879082082965578,[-0.27  2.34],0.36298932384341637,0.05448305448305448,0.32541133455210236,0.4483985765124555,0.2402135231316726,0.25444839857651247,0.05693950177935943,5.568442358107975,-1.327897944863719,33.21241880763195,,,,
